wanted,position,positionid,from,start,end
Q1946582,Deputy Prime Minister,Q109819546,Q96286614,2020-05-21,
Q1946582,Minister of Parliamentary Affairs,Q109819569,Q96286614,2020-05-21,
Q29958071,Minister of Finance,Q99354860,Q91621859,2017-06-23,2020-05-19
Q17781861,Prime Minister,Q30101454,Q983971,2014-09-03,2015-03-30
